Order_ID,Product,Plant,Shift,Order_Date,Planned_Quantity,Unit_Cost,Customer,Status,Completion_Date,Actual_Quantity,Total_Cost
O100249,Device P,Plant B,Night,2023-12-27,360,32.11,Customer3,Completed,2024-01-02,392,12587.119999999999
O100250,Device Q,Plant C,Evening,2023-09-07,641,43.54,Customer2,Delayed,2023-09-10,652,28388.079999999998
O100251,Widget B,Plant B,Evening,2023-01-04,854,38.9,Customer2,Delayed,2023-01-08,793,30847.699999999997
O100252,Widget C,Plant A,Morning,2023-01-15,829,5.01,Customer4,Completed,2023-01-19,838,4198.38
O100253,Widget A,Plant B,Evening,2023-02-22,423,7.73,Customer5,Delayed,2023-03-03,382,2952.86
O100254,Gadget Y,Plant A,Evening,2023-07-06,702,6.45,Customer1,Delayed,2023-07-12,852,5495.400000000001
O100255,Widget A,Plant C,Night,2023-02-24,272,42.51,Customer4,Delayed,2023-02-27,286,12157.859999999999
O100256,Widget A,Plant B,Morning,2023-08-21,457,31.82,Customer2,Delayed,2023-08-30,457,14541.74
O100257,Widget C,Plant C,Evening,2023-06-05,857,48.56,Customer3,Delayed,2023-06-13,847,41130.32
O100258,Widget A,Plant B,Evening,2023-05-19,746,22.48,Customer3,Completed,2023-05-23,559,12566.32
O100259,Widget B,Plant A,Night,2023-06-11,755,13.05,Customer1,Delayed,2023-06-16,726,9474.300000000001
O100260,Widget B,Plant B,Night,2023-09-07,939,20.3,Customer4,Completed,2023-09-15,882,17904.600000000002
O100261,Gadget X,Plant C,Night,2023-05-05,700,17.18,Customer1,Completed,2023-05-13,672,11544.96
O100262,Device P,Plant A,Night,2023-04-26,780,43.19,Customer1,Completed,2023-05-04,760,32824.4
O100263,Device Q,Plant B,Morning,2023-12-16,588,16.97,Customer5,Completed,2023-12-25,600,10182.0
O100264,Gadget Y,Plant C,Night,2023-08-07,790,11.0,Customer3,Completed,2023-08-16,783,8613.0
O100265,Widget A,Plant C,Morning,2023-10-08,154,19.98,Customer5,In Progress,2023-10-14,159,3176.82
O100266,Widget A,Plant B,Evening,2023-08-28,291,40.9,Customer1,Delayed,2023-09-04,356,14560.4
O100267,Widget C,Plant C,Evening,2023-04-12,790,23.03,Customer5,Completed,2023-04-20,767,17664.010000000002
O100268,Device P,Plant A,Night,2023-02-09,632,32.68,Customer1,Completed,2023-02-16,608,19869.44
O100269,Widget B,Plant B,Night,2023-04-03,206,14.25,Customer1,Delayed,2023-04-10,166,2365.5
O100270,Gadget Y,Plant A,Night,2023-07-10,541,8.39,Customer4,Delayed,2023-07-16,475,3985.2500000000005
O100271,Gadget X,Plant C,Evening,2023-01-11,179,15.53,Customer4,Delayed,2023-01-17,181,2810.93
O100272,Widget B,Plant C,Evening,2023-07-07,844,41.89,Customer1,Completed,2023-07-15,803,33637.67
O100273,Device P,Plant C,Evening,2023-07-11,750,35.96,Customer3,In Progress,2023-07-20,729,26214.84
O100274,Device Q,Plant A,Morning,2023-09-03,811,8.7,Customer3,Delayed,2023-09-05,759,6603.299999999999
O100275,Gadget X,Plant C,Evening,2023-05-12,710,14.66,Customer5,Delayed,2023-05-19,536,7857.76
O100276,Device Q,Plant B,Night,2023-11-26,977,15.42,Customer2,Completed,2023-12-05,1081,16669.02
O100277,Widget C,Plant B,Morning,2023-11-06,745,17.68,Customer3,In Progress,2023-11-07,761,13454.48
O100278,Widget C,Plant C,Morning,2023-12-02,328,34.7,Customer5,Delayed,2023-12-03,331,11485.7
O100279,Widget A,Plant B,Morning,2023-02-25,302,12.43,Customer4,Delayed,2023-03-04,294,3654.42
O100280,Device Q,Plant A,Evening,2023-12-16,767,10.31,Customer1,Delayed,2023-12-18,729,7515.990000000001
O100281,Device P,Plant A,Evening,2023-12-21,781,28.06,Customer2,In Progress,2023-12-26,840,23570.399999999998
O100282,Gadget Y,Plant C,Evening,2023-02-13,535,19.72,Customer4,Delayed,2023-02-21,450,8874.0
O100283,Gadget X,Plant B,Evening,2023-07-28,878,14.99,Customer1,Delayed,2023-07-30,773,11587.27
O100284,Widget B,Plant B,Night,2023-09-18,809,12.83,Customer2,In Progress,2023-09-25,849,10892.67
O100285,Device P,Plant C,Morning,2023-07-14,513,16.75,Customer3,In Progress,2023-07-16,583,9765.25
O100286,Device P,Plant A,Morning,2023-03-21,795,6.73,Customer4,Delayed,2023-03-29,816,5491.68
O100287,Widget C,Plant C,Morning,2023-03-09,305,19.04,Customer1,Delayed,2023-03-17,302,5750.08
O100288,Device Q,Plant B,Morning,2023-05-17,944,22.25,Customer4,Completed,2023-05-25,1025,22806.25
O100289,Widget A,Plant B,Morning,2023-01-04,710,15.16,Customer2,In Progress,2023-01-11,571,8656.36
O100290,Widget A,Plant C,Night,2023-12-07,608,34.04,Customer4,In Progress,2023-12-09,555,18892.2
O100291,Gadget X,Plant A,Night,2023-04-27,867,43.65,Customer2,In Progress,2023-04-30,892,38935.799999999996
O100292,Widget C,Plant A,Morning,2023-04-05,148,38.25,Customer4,Completed,2023-04-12,133,5087.25
O100293,Device P,Plant C,Morning,2023-07-28,260,13.94,Customer2,Delayed,2023-08-02,274,3819.56
O100294,Gadget Y,Plant B,Evening,2023-01-16,238,10.88,Customer4,In Progress,2023-01-23,226,2458.88
O100295,Widget C,Plant A,Morning,2023-04-21,420,46.6,Customer4,Completed,2023-04-26,449,20923.4
O100296,Gadget X,Plant C,Night,2023-11-22,604,25.45,Customer4,Completed,2023-11-23,560,14252.0
O100297,Gadget X,Plant B,Evening,2023-08-10,785,43.89,Customer2,In Progress,2023-08-14,811,35594.79
O100298,Widget C,Plant A,Night,2023-09-28,381,34.33,Customer2,Delayed,2023-10-03,334,11466.22
O100299,Gadget X,Plant A,Evening,2023-12-29,767,37.86,Customer2,Completed,2023-12-30,777,29417.22
O100300,Widget C,Plant C,Evening,2023-06-08,460,13.77,Customer1,Delayed,2023-06-17,549,7559.73
O100301,Widget B,Plant B,Morning,2023-04-04,771,40.69,Customer4,Completed,2023-04-06,707,28767.829999999998
O100302,Widget C,Plant A,Night,2023-12-02,301,23.15,Customer2,Completed,2023-12-07,294,6806.099999999999
O100303,Device Q,Plant C,Night,2023-10-27,111,21.64,Customer3,Completed,2023-10-28,100,2164.0
O100304,Widget C,Plant A,Morning,2023-06-13,344,32.72,Customer3,Delayed,2023-06-14,336,10993.92
O100305,Gadget X,Plant B,Evening,2023-10-23,351,17.46,Customer1,In Progress,2023-10-24,296,5168.16
O100306,Device Q,Plant A,Evening,2023-11-15,474,17.14,Customer4,Delayed,2023-11-24,406,6958.84
O100307,Gadget X,Plant B,Night,2023-09-12,583,8.53,Customer4,Completed,2023-09-17,584,4981.5199999999995
O100308,Widget A,Plant A,Morning,2023-11-15,185,22.83,Customer5,Completed,2023-11-22,166,3789.7799999999997
O100309,Widget A,Plant A,Morning,2023-09-30,755,32.46,Customer3,In Progress,2023-10-03,762,24734.52
O100310,Device Q,Plant C,Night,2023-02-07,866,16.88,Customer3,Delayed,2023-02-15,930,15698.4
O100311,Widget B,Plant A,Evening,2023-07-01,682,45.27,Customer4,In Progress,2023-07-05,662,29968.74
O100312,Widget A,Plant B,Evening,2023-07-06,791,48.89,Customer2,In Progress,2023-07-13,758,37058.62
O100313,Widget C,Plant C,Morning,2023-01-25,199,11.55,Customer5,Completed,2023-02-02,185,2136.75
O100314,Gadget X,Plant B,Evening,2023-11-29,997,28.63,Customer2,Completed,2023-12-02,1129,32323.27
O100315,Widget A,Plant B,Evening,2023-05-22,812,18.58,Customer2,Completed,2023-05-25,892,16573.359999999997
O100316,Widget A,Plant C,Evening,2023-05-04,335,22.71,Customer4,Delayed,2023-05-07,315,7153.650000000001
O100317,Widget B,Plant B,Night,2023-01-25,961,24.95,Customer1,In Progress,2023-01-31,940,23453.0
O100318,Device Q,Plant A,Morning,2023-10-18,255,25.28,Customer4,Delayed,2023-10-23,230,5814.400000000001
O100319,Device Q,Plant C,Night,2023-12-01,289,21.99,Customer2,Completed,2023-12-10,304,6684.959999999999
O100320,Device P,Plant A,Night,2023-06-24,768,21.07,Customer4,Delayed,2023-06-28,708,14917.56
O100321,Widget B,Plant A,Evening,2023-08-20,866,8.47,Customer4,Delayed,2023-08-24,947,8021.090000000001
O100322,Widget C,Plant B,Morning,2023-05-25,310,22.48,Customer1,Delayed,2023-05-29,263,5912.24
O100323,Device Q,Plant B,Evening,2023-12-11,601,49.48,Customer5,Delayed,2023-12-13,585,28945.8
O100324,Gadget X,Plant A,Morning,2023-01-23,477,25.63,Customer5,In Progress,2023-02-01,493,12635.59
O100325,Widget B,Plant C,Evening,2023-08-12,972,21.66,Customer2,In Progress,2023-08-16,1139,24670.74
O100326,Widget A,Plant A,Morning,2023-05-02,923,39.25,Customer5,Completed,2023-05-03,1031,40466.75
O100327,Gadget X,Plant A,Morning,2023-08-11,636,45.06,Customer2,Delayed,2023-08-17,705,31767.300000000003
O100328,Gadget X,Plant B,Evening,2023-08-18,960,34.81,Customer3,Completed,2023-08-27,962,33487.22
O100329,Widget A,Plant B,Evening,2023-01-17,570,21.21,Customer1,In Progress,2023-01-24,594,12598.74
O100330,Widget B,Plant A,Night,2023-10-12,813,23.18,Customer5,Completed,2023-10-21,682,15808.76
O100331,Widget A,Plant A,Night,2023-01-02,140,23.83,Customer2,In Progress,2023-01-05,144,3431.5199999999995
O100332,Device P,Plant B,Morning,2023-09-24,744,9.65,Customer1,Completed,2023-09-30,749,7227.85
O100333,Gadget X,Plant A,Evening,2023-01-16,858,29.18,Customer2,Completed,2023-01-24,934,27254.12
O100334,Gadget Y,Plant B,Evening,2023-12-03,728,13.34,Customer1,Delayed,2023-12-06,484,6456.5599999999995
O100335,Gadget Y,Plant A,Night,2023-01-21,580,35.06,Customer4,Delayed,2023-01-26,602,21106.120000000003
O100336,Widget C,Plant C,Evening,2023-09-08,339,39.12,Customer3,Delayed,2023-09-13,284,11110.08
O100337,Device Q,Plant C,Morning,2023-10-04,545,31.45,Customer3,In Progress,2023-10-12,638,20065.1
O100338,Widget A,Plant A,Morning,2023-01-06,218,17.53,Customer5,Delayed,2023-01-12,238,4172.14
O100339,Widget A,Plant B,Morning,2023-10-29,735,41.92,Customer1,Delayed,2023-11-03,684,28673.280000000002
O100340,Widget C,Plant A,Night,2023-08-25,460,14.09,Customer1,Completed,2023-08-29,449,6326.41
O100341,Widget C,Plant A,Morning,2023-01-23,744,14.84,Customer2,Completed,2023-01-24,673,9987.32
O100342,Widget C,Plant B,Night,2023-11-10,167,11.16,Customer4,In Progress,2023-11-12,165,1841.4
O100343,Gadget X,Plant A,Night,2023-07-04,520,39.18,Customer5,In Progress,2023-07-08,454,17787.72
O100344,Device P,Plant B,Morning,2023-08-12,225,29.51,Customer2,Delayed,2023-08-19,214,6315.14
O100345,Widget A,Plant A,Night,2023-02-08,423,9.94,Customer2,Delayed,2023-02-17,413,4105.219999999999
O100346,Gadget X,Plant B,Night,2023-01-31,828,31.59,Customer4,Completed,2023-02-03,808,25524.72
O100347,Widget C,Plant A,Morning,2023-01-02,131,43.62,Customer5,In Progress,2023-01-10,133,5801.46
O100348,Widget A,Plant C,Morning,2023-12-08,881,25.33,Customer4,Delayed,2023-12-09,970,24570.1
O100349,Gadget X,Plant B,Night,2023-06-14,574,42.37,Customer4,Delayed,2023-06-21,631,26735.469999999998
O100350,Device P,Plant C,Night,2023-10-27,445,47.12,Customer2,Completed,2023-10-28,489,23041.68
O100351,Gadget X,Plant B,Evening,2023-05-07,290,17.0,Customer4,Delayed,2023-05-09,277,4709.0
O100352,Device P,Plant B,Morning,2023-11-15,223,30.39,Customer2,Delayed,2023-11-16,239,7263.21
O100353,Widget C,Plant B,Evening,2023-03-16,555,45.11,Customer2,In Progress,2023-03-22,509,22960.989999999998
O100354,Device P,Plant B,Night,2023-11-05,385,32.44,Customer4,In Progress,2023-11-12,405,13138.199999999999
O100355,Widget A,Plant A,Evening,2023-03-17,304,24.6,Customer3,Completed,2023-03-18,300,7380.0
O100356,Widget C,Plant A,Night,2023-12-16,579,31.83,Customer1,Delayed,2023-12-24,703,22376.489999999998
O100357,Widget A,Plant B,Evening,2023-10-02,344,38.61,Customer4,Completed,2023-10-10,303,11698.83
O100358,Gadget Y,Plant A,Night,2023-10-28,782,17.36,Customer1,Delayed,2023-10-29,802,13922.72
O100359,Widget B,Plant B,Night,2023-08-23,280,11.43,Customer2,Delayed,2023-08-25,290,3314.7
O100360,Device P,Plant B,Night,2023-02-24,920,13.53,Customer1,Completed,2023-03-01,1020,13800.599999999999
O100361,Widget B,Plant C,Morning,2023-07-18,384,37.73,Customer3,In Progress,2023-07-25,344,12979.119999999999
O100362,Widget B,Plant B,Night,2023-01-29,570,10.0,Customer3,Delayed,2023-01-31,619,6190.0
O100363,Device P,Plant B,Morning,2023-10-31,255,19.55,Customer1,In Progress,2023-11-04,265,5180.75
O100364,Widget C,Plant A,Night,2023-11-24,479,42.52,Customer2,Delayed,2023-11-28,572,24321.440000000002
O100365,Gadget Y,Plant B,Evening,2023-03-04,689,44.83,Customer5,Delayed,2023-03-07,712,31918.96
O100366,Widget A,Plant B,Night,2023-05-29,301,48.56,Customer1,In Progress,2023-06-07,350,16996.0
O100367,Gadget X,Plant C,Night,2023-11-09,276,32.37,Customer4,Delayed,2023-11-11,275,8901.75
O100368,Widget A,Plant A,Evening,2023-09-26,603,15.75,Customer3,Delayed,2023-10-01,567,8930.25
O100369,Gadget X,Plant A,Night,2023-06-04,353,34.93,Customer4,Delayed,2023-06-12,352,12295.36
O100370,Widget A,Plant C,Night,2023-07-15,734,13.51,Customer2,Delayed,2023-07-23,749,10118.99
O100371,Device P,Plant B,Night,2023-12-10,189,15.83,Customer5,In Progress,2023-12-12,188,2976.04
O100372,Gadget Y,Plant C,Evening,2023-04-15,519,46.79,Customer2,Delayed,2023-04-20,497,23254.63
O100373,Gadget X,Plant A,Night,2023-09-22,855,5.44,Customer5,In Progress,2023-10-01,857,4662.08
O100374,Device Q,Plant C,Morning,2023-03-15,738,29.72,Customer3,Delayed,2023-03-24,662,19674.64
O100375,Widget C,Plant A,Morning,2023-03-16,382,7.62,Customer4,In Progress,2023-03-19,368,2804.16
O100376,Widget A,Plant C,Morning,2023-04-07,540,15.02,Customer3,In Progress,2023-04-14,419,6293.38
O100377,Widget A,Plant B,Morning,2023-08-29,767,20.93,Customer2,In Progress,2023-09-04,815,17057.95
O100378,Gadget X,Plant B,Evening,2023-05-19,209,9.88,Customer1,In Progress,2023-05-24,223,2203.2400000000002
O100379,Widget C,Plant A,Night,2023-04-19,513,6.56,Customer5,Delayed,2023-04-21,517,3391.52
O100380,Widget C,Plant C,Morning,2023-01-28,602,21.0,Customer1,In Progress,2023-02-05,652,13692.0
O100381,Device P,Plant A,Night,2023-04-12,911,28.03,Customer3,Delayed,2023-04-14,910,25507.3
O100382,Device Q,Plant B,Night,2023-12-16,526,41.31,Customer5,In Progress,2023-12-25,526,21729.06
O100383,Device P,Plant A,Evening,2023-04-29,666,20.21,Customer2,Delayed,2023-04-30,664,13419.44
O100384,Device P,Plant B,Night,2023-03-13,187,18.99,Customer2,In Progress,2023-03-19,187,3551.1299999999997
O100385,Device P,Plant A,Morning,2023-01-27,204,5.51,Customer4,Completed,2023-01-28,206,1135.06
O100386,Device P,Plant C,Morning,2023-05-30,740,32.76,Customer2,Delayed,2023-05-31,667,21850.92
O100387,Device P,Plant B,Evening,2023-06-19,621,39.45,Customer3,In Progress,2023-06-28,577,22762.65
O100388,Gadget Y,Plant A,Morning,2023-06-09,993,5.16,Customer4,Completed,2023-06-14,1001,5165.16
O100389,Widget C,Plant B,Morning,2023-05-22,654,5.26,Customer4,In Progress,2023-05-27,719,3781.94
O100390,Device P,Plant C,Evening,2023-06-03,168,43.97,Customer3,Completed,2023-06-10,178,7826.66
O100391,Widget C,Plant B,Evening,2023-09-07,492,17.49,Customer3,In Progress,2023-09-16,476,8325.24
O100392,Widget C,Plant C,Morning,2023-07-02,934,28.67,Customer2,Completed,2023-07-05,1167,33457.89
O100393,Widget B,Plant B,Evening,2023-07-22,384,34.65,Customer2,Completed,2023-07-28,409,14171.849999999999
O100394,Gadget Y,Plant C,Evening,2023-03-12,613,34.01,Customer5,Delayed,2023-03-13,631,21460.309999999998
O100395,Device P,Plant B,Morning,2023-07-02,437,30.17,Customer4,Delayed,2023-07-06,511,15416.87
O100396,Widget A,Plant C,Morning,2023-06-22,991,14.03,Customer2,Completed,2023-06-25,874,12262.22
O100397,Gadget X,Plant A,Evening,2023-01-30,113,39.09,Customer4,Delayed,2023-02-04,108,4221.72
O100398,Device Q,Plant A,Night,2023-11-18,673,30.6,Customer4,Delayed,2023-11-20,636,19461.600000000002
O100399,Widget A,Plant B,Night,2023-12-21,154,19.49,Customer1,Delayed,2023-12-24,153,2981.97
O100400,Gadget Y,Plant C,Morning,2023-06-03,640,36.15,Customer5,In Progress,2023-06-11,640,23136.0
O100401,Gadget X,Plant A,Morning,2023-03-30,360,11.8,Customer1,In Progress,2023-03-31,374,4413.2
O100402,Gadget Y,Plant B,Night,2023-08-09,475,21.51,Customer5,Completed,2023-08-13,498,10711.980000000001
O100403,Widget C,Plant A,Evening,2023-11-07,849,13.92,Customer1,Completed,2023-11-08,891,12402.72
O100404,Gadget X,Plant C,Night,2023-12-24,296,21.23,Customer1,Completed,2023-12-28,288,6114.24
O100405,Widget C,Plant B,Night,2023-11-17,650,29.93,Customer4,Delayed,2023-11-24,677,20262.61
O100406,Widget A,Plant C,Morning,2023-01-25,250,25.64,Customer4,Completed,2023-01-26,239,6127.96
O100407,Widget A,Plant C,Evening,2023-04-08,834,30.69,Customer1,Completed,2023-04-17,729,22373.010000000002
O100408,Gadget X,Plant C,Night,2023-02-11,351,18.63,Customer3,In Progress,2023-02-20,384,7153.92
O100409,Gadget X,Plant A,Evening,2023-10-27,597,9.05,Customer1,Completed,2023-10-29,576,5212.8
O100410,Device P,Plant B,Morning,2023-03-10,883,10.15,Customer5,In Progress,2023-03-15,921,9348.15
O100411,Gadget Y,Plant C,Night,2023-12-27,505,21.34,Customer3,Delayed,2023-12-30,406,8664.039999999999
O100412,Device P,Plant A,Morning,2023-09-21,830,23.88,Customer3,In Progress,2023-09-23,801,19127.88
O100413,Gadget Y,Plant C,Night,2023-12-28,855,37.44,Customer1,Delayed,2024-01-01,884,33096.96
O100414,Device P,Plant A,Evening,2023-03-04,239,18.13,Customer5,Delayed,2023-03-07,217,3934.2099999999996
O100415,Widget C,Plant B,Morning,2023-07-25,112,36.96,Customer5,Completed,2023-07-26,112,4139.52
O100416,Gadget X,Plant B,Evening,2023-05-28,733,32.39,Customer2,Completed,2023-05-29,792,25652.88
O100417,Widget A,Plant B,Night,2023-11-25,225,17.8,Customer1,Completed,2023-11-30,251,4467.8
O100418,Gadget Y,Plant B,Morning,2023-09-12,721,48.91,Customer2,Completed,2023-09-20,754,36878.14
O100419,Gadget Y,Plant C,Evening,2023-09-08,251,17.03,Customer5,Completed,2023-09-16,212,3610.36
O100420,Widget A,Plant A,Evening,2023-09-18,319,28.85,Customer1,Completed,2023-09-20,292,8424.2
O100421,Device P,Plant B,Night,2023-05-09,904,42.86,Customer4,Delayed,2023-05-14,800,34288.0
O100422,Gadget Y,Plant C,Morning,2023-01-11,446,14.77,Customer4,In Progress,2023-01-13,491,7252.07
O100423,Device Q,Plant B,Evening,2023-01-17,775,8.05,Customer2,Delayed,2023-01-24,837,6737.85
O100424,Widget C,Plant B,Morning,2023-03-09,684,27.01,Customer1,In Progress,2023-03-10,714,19285.14
O100425,Gadget X,Plant B,Morning,2023-01-05,114,32.8,Customer3,Delayed,2023-01-08,107,3509.6
O100426,Widget A,Plant A,Morning,2023-07-25,414,10.64,Customer4,Delayed,2023-07-31,383,4075.1200000000003
O100427,Gadget X,Plant A,Morning,2023-03-23,849,9.83,Customer1,In Progress,2023-03-26,767,7539.61
O100428,Device Q,Plant A,Night,2023-03-08,872,8.68,Customer4,Delayed,2023-03-14,908,7881.44
O100429,Gadget Y,Plant B,Evening,2023-09-02,575,34.58,Customer1,Completed,2023-09-04,624,21577.92
O100430,Gadget Y,Plant C,Morning,2023-09-24,626,47.03,Customer1,In Progress,2023-09-25,645,30334.350000000002
O100431,Device Q,Plant C,Evening,2023-08-27,199,46.61,Customer2,Completed,2023-08-28,206,9601.66
O100432,Widget A,Plant C,Evening,2023-08-19,501,41.38,Customer5,Delayed,2023-08-26,439,18165.82
O100433,Widget C,Plant B,Evening,2023-08-16,825,21.84,Customer5,In Progress,2023-08-24,823,17974.32
O100434,Widget B,Plant A,Night,2023-06-02,744,30.71,Customer1,In Progress,2023-06-08,864,26533.440000000002
O100435,Widget A,Plant C,Morning,2023-02-11,953,49.99,Customer1,In Progress,2023-02-16,814,40691.86
O100436,Widget B,Plant B,Morning,2023-10-18,756,42.5,Customer4,Delayed,2023-10-23,757,32172.5
O100437,Device Q,Plant B,Evening,2023-03-20,184,8.9,Customer1,Completed,2023-03-27,190,1691.0
O100438,Device P,Plant C,Evening,2023-02-28,721,5.1,Customer1,Completed,2023-03-03,644,3284.3999999999996
O100439,Widget B,Plant C,Night,2023-04-27,314,22.3,Customer5,Delayed,2023-04-29,373,8317.9
O100440,Widget C,Plant B,Night,2023-09-06,291,6.21,Customer4,Completed,2023-09-07,350,2173.5
O100441,Device P,Plant C,Evening,2023-02-17,767,39.26,Customer3,Completed,2023-02-19,737,28934.62
O100442,Widget B,Plant B,Morning,2023-08-01,319,32.39,Customer4,Delayed,2023-08-04,275,8907.25
O100443,Device Q,Plant C,Night,2023-09-16,692,34.8,Customer5,Delayed,2023-09-18,650,22619.999999999996
O100444,Device P,Plant A,Morning,2023-01-24,438,46.57,Customer2,Delayed,2023-01-28,435,20257.95
O100445,Device Q,Plant B,Night,2023-08-24,112,49.34,Customer1,Completed,2023-08-31,111,5476.740000000001
O100446,Widget B,Plant A,Morning,2023-07-16,592,19.51,Customer4,Completed,2023-07-20,752,14671.52
O100447,Device Q,Plant C,Evening,2023-12-23,656,11.28,Customer4,In Progress,2023-12-25,591,6666.48
O100448,Widget C,Plant B,Night,2023-02-02,901,6.19,Customer4,Completed,2023-02-09,938,5806.22
O100449,Widget B,Plant C,Evening,2023-11-22,850,44.2,Customer4,In Progress,2023-11-29,918,40575.600000000006
O100450,Widget B,Plant B,Night,2023-06-24,793,18.01,Customer1,Completed,2023-06-27,941,16947.41
O100451,Widget B,Plant C,Evening,2023-02-22,644,6.52,Customer1,In Progress,2023-02-24,638,4159.759999999999
O100452,Widget A,Plant A,Night,2023-06-22,210,31.87,Customer1,In Progress,2023-07-01,229,7298.2300000000005
O100453,Widget A,Plant A,Night,2023-07-30,142,23.05,Customer5,Delayed,2023-08-03,161,3711.05
